"epoch","final_final-v0 - train_loss_epoch","final_final-v0 - train_loss_epoch__MIN","final_final-v0 - train_loss_epoch__MAX","final_final-v0 - _step","final_final-v0 - _step__MIN","final_final-v0 - _step__MAX"
"249","0.7890365719795227","0.7890365719795227","0.7890365719795227","2714","2714","2714"
"250","0.7883862853050232","0.7779733538627625","0.7987992167472839","1366.5","9","2724"
"251","0.7904710173606873","0.7837166786193848","0.7972253561019897","1377.5","20","2735"
"252","0.8013359010219574","0.7908594012260437","0.8118124008178711","1388.5","31","2746"
"253","0.7728418111801147","0.7713858485221863","0.7742977738380432","1399.5","42","2757"
"254","0.7798731327056885","0.7766679525375366","0.7830783128738403","1410.5","53","2768"
"255","0.7785234451293945","0.7775659561157227","0.7794809341430664","1421.5","64","2779"
"256","0.7765817940235138","0.7719470262527466","0.781216561794281","1432.5","75","2790"
"257","0.776141494512558","0.7732509970664978","0.7790319919586182","1442.5","85","2800"
"258","0.7725172340869904","0.7711437344551086","0.7738907337188721","1453.5","96","2811"
"259","0.77577805519104","0.7688416838645935","0.7827144265174866","1464.5","107","2822"
"260","0.7727307677268982","0.7702252864837646","0.7752362489700317","1475.5","118","2833"
"261","0.7766976356506348","0.7759934067726135","0.777401864528656","1486.5","129","2844"
"262","0.7738709449768066","0.7726414799690247","0.7751004099845886","1497.5","140","2855"
"263","0.7700334191322327","0.7672950029373169","0.7727718353271484","1508.5","151","2866"
"264","0.7679875493049622","0.7660611867904663","0.769913911819458","1518.5","161","2876"
"265","0.7756878733634949","0.7737879157066345","0.7775878310203552","1529.5","172","2887"
"266","0.773345559835434","0.7727454304695129","0.773945689201355","1540.5","183","2898"
"267","0.769100695848465","0.7683567404747009","0.769844651222229","1551.5","194","2909"
"268","0.7734846770763397","0.7718556523323059","0.7751137018203735","1562.5","205","2920"
"269","0.7695448398590088","0.7683427929878235","0.7707468867301941","1573.5","216","2931"
"270","0.7713043987751007","0.7702890634536743","0.7723197340965271","1584.5","227","2942"
"271","0.7673251628875732","0.7673251628875732","0.7673251628875732","237","237","237"
"272","0.7650073766708374","0.7650073766708374","0.7650073766708374","248","248","248"
"273","0.7752571105957031","0.7752571105957031","0.7752571105957031","259","259","259"
"274","0.7683348059654236","0.7683348059654236","0.7683348059654236","270","270","270"
"275","0.775107204914093","0.775107204914093","0.775107204914093","281","281","281"
"276","0.7734942436218262","0.7734942436218262","0.7734942436218262","292","292","292"
"277","0.7738587856292725","0.7738587856292725","0.7738587856292725","303","303","303"
"278","0.7765488028526306","0.7765488028526306","0.7765488028526306","313","313","313"
"279","0.7709031105041504","0.7709031105041504","0.7709031105041504","324","324","324"
"280","0.7629700899124146","0.7629700899124146","0.7629700899124146","335","335","335"
"281","0.7661924958229065","0.7661924958229065","0.7661924958229065","346","346","346"
"282","0.7774776220321655","0.7774776220321655","0.7774776220321655","357","357","357"
"283","0.7686330676078796","0.7686330676078796","0.7686330676078796","368","368","368"
"284","0.7706384658813477","0.7706384658813477","0.7706384658813477","379","379","379"
"285","0.7716184854507446","0.7716184854507446","0.7716184854507446","389","389","389"
"286","0.7699373960494995","0.7699373960494995","0.7699373960494995","400","400","400"
"287","0.7761595249176025","0.7761595249176025","0.7761595249176025","411","411","411"
"288","0.7734901905059814","0.7734901905059814","0.7734901905059814","422","422","422"
"289","0.7762455344200134","0.7762455344200134","0.7762455344200134","433","433","433"
"290","0.7643148899078369","0.7643148899078369","0.7643148899078369","444","444","444"
"291","0.7711703181266785","0.7711703181266785","0.7711703181266785","455","455","455"
"292","0.7681446671485901","0.7681446671485901","0.7681446671485901","465","465","465"
"293","0.7633638978004456","0.7633638978004456","0.7633638978004456","476","476","476"
"294","0.7654863595962524","0.7654863595962524","0.7654863595962524","487","487","487"
"295","0.766117513179779","0.766117513179779","0.766117513179779","498","498","498"
"296","0.7707557678222656","0.7707557678222656","0.7707557678222656","509","509","509"
"297","0.7651300430297852","0.7651300430297852","0.7651300430297852","520","520","520"
"298","0.7671685218811035","0.7671685218811035","0.7671685218811035","531","531","531"
"299","0.7653928995132446","0.7653928995132446","0.7653928995132446","542","542","542"
"300","0.7666676044464111","0.7666676044464111","0.7666676044464111","552","552","552"
"301","0.7658693790435791","0.7658693790435791","0.7658693790435791","563","563","563"
"302","0.7659052610397339","0.7659052610397339","0.7659052610397339","574","574","574"
"303","0.764667272567749","0.764667272567749","0.764667272567749","585","585","585"
"304","0.7658246159553528","0.7658246159553528","0.7658246159553528","596","596","596"
"305","0.7699244022369385","0.7699244022369385","0.7699244022369385","607","607","607"
"306","0.7673414349555969","0.7673414349555969","0.7673414349555969","618","618","618"
"307","0.7756835222244263","0.7756835222244263","0.7756835222244263","628","628","628"
"308","0.7756020426750183","0.7756020426750183","0.7756020426750183","639","639","639"
"309","0.7682639360427856","0.7682639360427856","0.7682639360427856","650","650","650"
"310","0.7643284201622009","0.7643284201622009","0.7643284201622009","661","661","661"
"311","0.7701205611228943","0.7701205611228943","0.7701205611228943","672","672","672"
"312","0.7624617218971252","0.7624617218971252","0.7624617218971252","683","683","683"
"313","0.7869186401367188","0.7869186401367188","0.7869186401367188","694","694","694"
"314","0.7900107502937317","0.7900107502937317","0.7900107502937317","704","704","704"
"315","0.7796121835708618","0.7796121835708618","0.7796121835708618","715","715","715"
"316","0.7749607563018799","0.7749607563018799","0.7749607563018799","726","726","726"
"317","0.7685122489929199","0.7685122489929199","0.7685122489929199","737","737","737"
"318","0.7761715650558472","0.7761715650558472","0.7761715650558472","748","748","748"
"319","0.7769572734832764","0.7769572734832764","0.7769572734832764","759","759","759"
"320","0.7693437933921814","0.7693437933921814","0.7693437933921814","770","770","770"
"321","0.7734745740890503","0.7734745740890503","0.7734745740890503","780","780","780"
"322","0.7810483574867249","0.7810483574867249","0.7810483574867249","791","791","791"
"323","0.7791765332221985","0.7791765332221985","0.7791765332221985","802","802","802"
"324","0.7764304280281067","0.7764304280281067","0.7764304280281067","813","813","813"
"325","0.7657408714294434","0.7657408714294434","0.7657408714294434","824","824","824"
"326","0.7680153250694275","0.7680153250694275","0.7680153250694275","835","835","835"
"327","0.7705562710762024","0.7705562710762024","0.7705562710762024","846","846","846"
"328","0.7693411111831665","0.7693411111831665","0.7693411111831665","856","856","856"
"329","0.7699089050292969","0.7699089050292969","0.7699089050292969","867","867","867"
"330","0.7721828818321228","0.7721828818321228","0.7721828818321228","878","878","878"
"331","0.7741972804069519","0.7741972804069519","0.7741972804069519","889","889","889"
"332","0.7896583676338196","0.7896583676338196","0.7896583676338196","900","900","900"
"333","0.7880696654319763","0.7880696654319763","0.7880696654319763","911","911","911"
"334","0.7780176997184753","0.7780176997184753","0.7780176997184753","922","922","922"
"335","0.7799967527389526","0.7799967527389526","0.7799967527389526","932","932","932"
"336","0.764927864074707","0.764927864074707","0.764927864074707","943","943","943"
"337","0.7672629356384277","0.7672629356384277","0.7672629356384277","954","954","954"
"338","0.7607722282409668","0.7607722282409668","0.7607722282409668","965","965","965"
"339","0.7757757306098938","0.7757757306098938","0.7757757306098938","976","976","976"
"340","0.7665696144104004","0.7665696144104004","0.7665696144104004","987","987","987"
"341","0.7723057866096497","0.7723057866096497","0.7723057866096497","998","998","998"
"342","0.7705012559890747","0.7705012559890747","0.7705012559890747","1008","1008","1008"
"343","0.7702489495277405","0.7702489495277405","0.7702489495277405","1019","1019","1019"
"344","0.7761613726615906","0.7761613726615906","0.7761613726615906","1030","1030","1030"
"345","0.7682632207870483","0.7682632207870483","0.7682632207870483","1041","1041","1041"
"346","0.7725968956947327","0.7725968956947327","0.7725968956947327","1052","1052","1052"
"347","0.7687466740608215","0.7687466740608215","0.7687466740608215","1063","1063","1063"
"348","0.763771653175354","0.763771653175354","0.763771653175354","1074","1074","1074"
"349","0.7627317309379578","0.7627317309379578","0.7627317309379578","1085","1085","1085"
"350","0.7699114680290222","0.7699114680290222","0.7699114680290222","1095","1095","1095"
"351","0.7686281204223633","0.7686281204223633","0.7686281204223633","1106","1106","1106"
"352","0.7606224417686462","0.7606224417686462","0.7606224417686462","1117","1117","1117"
"353","0.7760754823684692","0.7760754823684692","0.7760754823684692","1128","1128","1128"
"354","0.7721340656280518","0.7721340656280518","0.7721340656280518","1139","1139","1139"
"355","0.7614847421646118","0.7614847421646118","0.7614847421646118","1150","1150","1150"
"356","0.7678539752960205","0.7678539752960205","0.7678539752960205","1161","1161","1161"
"357","0.7679749727249146","0.7679749727249146","0.7679749727249146","1171","1171","1171"
"358","0.766638994216919","0.766638994216919","0.766638994216919","1182","1182","1182"
"359","0.7722564339637756","0.7722564339637756","0.7722564339637756","1193","1193","1193"
"360","0.7662909626960754","0.7662909626960754","0.7662909626960754","1204","1204","1204"
"361","0.7653661370277405","0.7653661370277405","0.7653661370277405","1215","1215","1215"
"362","0.7656980156898499","0.7656980156898499","0.7656980156898499","1226","1226","1226"
"363","0.7669827938079834","0.7669827938079834","0.7669827938079834","1237","1237","1237"
"364","0.7685770392417908","0.7685770392417908","0.7685770392417908","1247","1247","1247"
"365","0.7664768099784851","0.7664768099784851","0.7664768099784851","1258","1258","1258"
"366","0.772165060043335","0.772165060043335","0.772165060043335","1269","1269","1269"
"367","0.7640357613563538","0.7640357613563538","0.7640357613563538","1280","1280","1280"
"368","0.7666245102882385","0.7666245102882385","0.7666245102882385","1291","1291","1291"
"369","0.7635375261306763","0.7635375261306763","0.7635375261306763","1302","1302","1302"
"370","0.771560549736023","0.771560549736023","0.771560549736023","1313","1313","1313"
"371","0.7630185484886169","0.7630185484886169","0.7630185484886169","1323","1323","1323"
"372","0.7711705565452576","0.7711705565452576","0.7711705565452576","1334","1334","1334"
"373","0.765439510345459","0.765439510345459","0.765439510345459","1345","1345","1345"
"374","0.7615523934364319","0.7615523934364319","0.7615523934364319","1356","1356","1356"
"375","0.76829594373703","0.76829594373703","0.76829594373703","1367","1367","1367"
"376","0.7670292258262634","0.7670292258262634","0.7670292258262634","1378","1378","1378"
"377","0.7656112909317017","0.7656112909317017","0.7656112909317017","1389","1389","1389"
"378","0.7657901644706726","0.7657901644706726","0.7657901644706726","1399","1399","1399"
"379","0.7633090615272522","0.7633090615272522","0.7633090615272522","1410","1410","1410"
"380","0.7603463530540466","0.7603463530540466","0.7603463530540466","1421","1421","1421"
"381","0.768778920173645","0.768778920173645","0.768778920173645","1432","1432","1432"
"382","0.7654778957366943","0.7654778957366943","0.7654778957366943","1443","1443","1443"
"383","0.760893702507019","0.760893702507019","0.760893702507019","1454","1454","1454"
"384","0.7620199918746948","0.7620199918746948","0.7620199918746948","1465","1465","1465"
"385","0.7663326859474182","0.7663326859474182","0.7663326859474182","1475","1475","1475"
"386","0.7654200792312622","0.7654200792312622","0.7654200792312622","1486","1486","1486"
"387","0.7627763152122498","0.7627763152122498","0.7627763152122498","1497","1497","1497"
"388","0.7631504535675049","0.7631504535675049","0.7631504535675049","1508","1508","1508"
"389","0.7641192078590393","0.7641192078590393","0.7641192078590393","1519","1519","1519"
"390","0.762378454208374","0.762378454208374","0.762378454208374","1530","1530","1530"
"391","0.7630311250686646","0.7630311250686646","0.7630311250686646","1541","1541","1541"
"392","0.7610719799995422","0.7610719799995422","0.7610719799995422","1551","1551","1551"
"393","0.7732018232345581","0.7732018232345581","0.7732018232345581","1562","1562","1562"
"394","0.7624050378799438","0.7624050378799438","0.7624050378799438","1573","1573","1573"
"395","0.768551230430603","0.768551230430603","0.768551230430603","1584","1584","1584"
"396","0.7695602774620056","0.7695602774620056","0.7695602774620056","1595","1595","1595"
"397","0.7699289321899414","0.7699289321899414","0.7699289321899414","1606","1606","1606"
"398","0.7698308229446411","0.7698308229446411","0.7698308229446411","1617","1617","1617"
"399","0.7670714855194092","0.7670714855194092","0.7670714855194092","1628","1628","1628"
"400","0.7692583799362183","0.7692583799362183","0.7692583799362183","1638","1638","1638"
"401","0.7645741701126099","0.7645741701126099","0.7645741701126099","1649","1649","1649"
"402","0.770338237285614","0.770338237285614","0.770338237285614","1660","1660","1660"
"403","0.7725380659103394","0.7725380659103394","0.7725380659103394","1671","1671","1671"
"404","0.7701498866081238","0.7701498866081238","0.7701498866081238","1682","1682","1682"
"405","0.7692364454269409","0.7692364454269409","0.7692364454269409","1693","1693","1693"
"406","0.7679615616798401","0.7679615616798401","0.7679615616798401","1704","1704","1704"
"407","0.765188455581665","0.765188455581665","0.765188455581665","1714","1714","1714"
"408","0.7808642983436584","0.7808642983436584","0.7808642983436584","1725","1725","1725"
"409","0.7651451230049133","0.7651451230049133","0.7651451230049133","1736","1736","1736"
"410","0.7661737203598022","0.7661737203598022","0.7661737203598022","1747","1747","1747"
"411","0.7584999203681946","0.7584999203681946","0.7584999203681946","1758","1758","1758"
"412","0.7717926502227783","0.7717926502227783","0.7717926502227783","1769","1769","1769"
"413","0.7767786979675293","0.7767786979675293","0.7767786979675293","1780","1780","1780"
"414","0.7746519446372986","0.7746519446372986","0.7746519446372986","1790","1790","1790"
"415","0.7669165134429932","0.7669165134429932","0.7669165134429932","1801","1801","1801"
"416","0.768390417098999","0.768390417098999","0.768390417098999","1812","1812","1812"
"417","0.7627441883087158","0.7627441883087158","0.7627441883087158","1823","1823","1823"
"418","0.7662433981895447","0.7662433981895447","0.7662433981895447","1834","1834","1834"
"419","0.7619419097900391","0.7619419097900391","0.7619419097900391","1845","1845","1845"
"420","0.7621769905090332","0.7621769905090332","0.7621769905090332","1856","1856","1856"
"421","0.7642821073532104","0.7642821073532104","0.7642821073532104","1866","1866","1866"
"422","0.7653870582580566","0.7653870582580566","0.7653870582580566","1877","1877","1877"
"423","0.7616466879844666","0.7616466879844666","0.7616466879844666","1888","1888","1888"
"424","0.7600996494293213","0.7600996494293213","0.7600996494293213","1899","1899","1899"
"425","0.7675067782402039","0.7675067782402039","0.7675067782402039","1910","1910","1910"
"426","0.761565089225769","0.761565089225769","0.761565089225769","1921","1921","1921"
"427","0.7687982320785522","0.7687982320785522","0.7687982320785522","1932","1932","1932"
"428","0.7673388123512268","0.7673388123512268","0.7673388123512268","1942","1942","1942"
"429","0.7656998634338379","0.7656998634338379","0.7656998634338379","1953","1953","1953"
"430","0.7618201971054077","0.7618201971054077","0.7618201971054077","1964","1964","1964"
"431","0.7606267333030701","0.7606267333030701","0.7606267333030701","1975","1975","1975"
"432","0.764752984046936","0.764752984046936","0.764752984046936","1986","1986","1986"
"433","0.7715579271316528","0.7715579271316528","0.7715579271316528","1997","1997","1997"
"434","0.7593486309051514","0.7593486309051514","0.7593486309051514","2008","2008","2008"
"435","0.7619709968566895","0.7619709968566895","0.7619709968566895","2018","2018","2018"
"436","0.7641885876655579","0.7641885876655579","0.7641885876655579","2029","2029","2029"
"437","0.7666545510292053","0.7666545510292053","0.7666545510292053","2040","2040","2040"
"438","0.7606555223464966","0.7606555223464966","0.7606555223464966","2051","2051","2051"
"439","0.7618777751922607","0.7618777751922607","0.7618777751922607","2062","2062","2062"
"440","0.7677991986274719","0.7677991986274719","0.7677991986274719","2073","2073","2073"
"441","0.7588808536529541","0.7588808536529541","0.7588808536529541","2084","2084","2084"
"442","0.7673248648643494","0.7673248648643494","0.7673248648643494","2094","2094","2094"
"443","0.7571499347686768","0.7571499347686768","0.7571499347686768","2105","2105","2105"
"444","0.7561403512954712","0.7561403512954712","0.7561403512954712","2116","2116","2116"
"445","0.760439395904541","0.760439395904541","0.760439395904541","2127","2127","2127"
"446","0.7613794803619385","0.7613794803619385","0.7613794803619385","2138","2138","2138"
"447","0.7609053254127502","0.7609053254127502","0.7609053254127502","2149","2149","2149"
"448","0.77549809217453","0.77549809217453","0.77549809217453","2160","2160","2160"
"449","0.7538043260574341","0.7538043260574341","0.7538043260574341","2171","2171","2171"
"450","0.7613257765769958","0.7613257765769958","0.7613257765769958","2181","2181","2181"
"451","0.7633930444717407","0.7633930444717407","0.7633930444717407","2192","2192","2192"
"452","0.7645817399024963","0.7645817399024963","0.7645817399024963","2203","2203","2203"
"453","0.7649163007736206","0.7649163007736206","0.7649163007736206","2214","2214","2214"
"454","0.7615445852279663","0.7615445852279663","0.7615445852279663","2225","2225","2225"
"455","0.7514629364013672","0.7514629364013672","0.7514629364013672","2236","2236","2236"
"456","0.7631303668022156","0.7631303668022156","0.7631303668022156","2247","2247","2247"
"457","0.7609526515007019","0.7609526515007019","0.7609526515007019","2257","2257","2257"
"458","0.7603397369384766","0.7603397369384766","0.7603397369384766","2268","2268","2268"
"459","0.7622893452644348","0.7622893452644348","0.7622893452644348","2279","2279","2279"
"460","0.7599667906761169","0.7599667906761169","0.7599667906761169","2290","2290","2290"
"461","0.7609257102012634","0.7609257102012634","0.7609257102012634","2301","2301","2301"
"462","0.7742483615875244","0.7742483615875244","0.7742483615875244","2312","2312","2312"
"463","0.7657540440559387","0.7657540440559387","0.7657540440559387","2323","2323","2323"
"464","0.7599318027496338","0.7599318027496338","0.7599318027496338","2333","2333","2333"
"465","0.7579942345619202","0.7579942345619202","0.7579942345619202","2344","2344","2344"
"466","0.7565485239028931","0.7565485239028931","0.7565485239028931","2355","2355","2355"
"467","0.7603793144226074","0.7603793144226074","0.7603793144226074","2366","2366","2366"
"468","0.7699180245399475","0.7699180245399475","0.7699180245399475","2377","2377","2377"
"469","0.7635672092437744","0.7635672092437744","0.7635672092437744","2388","2388","2388"
"470","0.7621607184410095","0.7621607184410095","0.7621607184410095","2399","2399","2399"
"471","0.7628053426742554","0.7628053426742554","0.7628053426742554","2409","2409","2409"
"472","0.7594839334487915","0.7594839334487915","0.7594839334487915","2420","2420","2420"
"473","0.7655575275421143","0.7655575275421143","0.7655575275421143","2431","2431","2431"
"474","0.7602096796035767","0.7602096796035767","0.7602096796035767","2442","2442","2442"
"475","0.7582599520683289","0.7582599520683289","0.7582599520683289","2453","2453","2453"
"476","0.7627036571502686","0.7627036571502686","0.7627036571502686","2464","2464","2464"
"477","0.7650644183158875","0.7650644183158875","0.7650644183158875","2475","2475","2475"
"478","0.7606392502784729","0.7606392502784729","0.7606392502784729","2485","2485","2485"
"479","0.7675911784172058","0.7675911784172058","0.7675911784172058","2496","2496","2496"
"480","0.7647889256477356","0.7647889256477356","0.7647889256477356","2507","2507","2507"
"481","0.7635796070098877","0.7635796070098877","0.7635796070098877","2518","2518","2518"
"482","0.7616338729858398","0.7616338729858398","0.7616338729858398","2529","2529","2529"
"483","0.764778196811676","0.764778196811676","0.764778196811676","2540","2540","2540"
"484","0.7594841718673706","0.7594841718673706","0.7594841718673706","2551","2551","2551"
"485","0.7581098079681396","0.7581098079681396","0.7581098079681396","2561","2561","2561"
"486","0.7675216794013977","0.7675216794013977","0.7675216794013977","2572","2572","2572"
"487","0.7659986615180969","0.7659986615180969","0.7659986615180969","2583","2583","2583"
"488","0.7643800973892212","0.7643800973892212","0.7643800973892212","2594","2594","2594"
"489","0.7696890234947205","0.7696890234947205","0.7696890234947205","2605","2605","2605"
"490","0.7630444765090942","0.7630444765090942","0.7630444765090942","2616","2616","2616"
"491","0.7608740329742432","0.7608740329742432","0.7608740329742432","2627","2627","2627"
"492","0.7712742686271667","0.7712742686271667","0.7712742686271667","2637","2637","2637"
"493","0.765203058719635","0.765203058719635","0.765203058719635","2648","2648","2648"
"494","0.7633076310157776","0.7633076310157776","0.7633076310157776","2659","2659","2659"
"495","0.767384946346283","0.767384946346283","0.767384946346283","2670","2670","2670"
"496","0.7577258348464966","0.7577258348464966","0.7577258348464966","2681","2681","2681"
"497","0.766298770904541","0.766298770904541","0.766298770904541","2692","2692","2692"
"498","0.7591297626495361","0.7591297626495361","0.7591297626495361","2703","2703","2703"
"499","0.7710012197494507","0.7710012197494507","0.7710012197494507","2714","2714","2714"